Variables,TWITTER_SENTIMENT_DAILY_AVG,TWITTER_PUBLICATION_COUNT,TWITTER_POS_SENTIMENT_COUNT,TWITTER_NEG_SENTIMENT_COUNT,TWITTER_NEUTRAL_SENTIMENT_CNT,PX_OPEN,PX_LOW,PX_HIGH,EQY_WEIGHTED_AVG_PX,VWAP_VOLUME,VWAP_TURNOVER,VWAP_NUM_TRADES,NEWS_SENTIMENT_DAILY_AVG,NEWS_NEUTRAL_SENTIMENT_COUNT,NEWS_POS_SENTIMENT_COUNT,NEWS_NEG_SENTIMENT_COUNT,NEWS_PUBLICATION_COUNT
21/10/19,0.0186,573,41,18,291,237.5,237.49,240.98,240.0421,5731893,1375895391,22482,0.0985,61,19,7,1641
22/10/19,0.029,1506,111,28,629,241.15,239.63,242.2,240.9196,4038432,972937364,20137,0.2991,174,111,6,2672
23/10/19,-0.0165,1389,70,73,541,242.1,241.23,243.22,242.5519,4089265,991859063.9,19402,0.0822,179,56,28,2529
24/10/19,0.0216,1401,95,46,604,244.69,241.81,244.8,243.3466,3697680,899817672,15341,0.3866,113,84,9,2261
25/10/19,0.0117,1149,65,58,569,243,242.89,246.71,245.5319,4047550,993802714.2,17033,0.1572,149,66,26,2391
28/10/19,0.0113,641,34,20,302,247.38,246.75,249.17,248.4796,5129955,1274689061,24365,0.1496,104,44,9,1933
29/10/19,0.0064,1723,82,44,935,249,242.58,249.74,244.726,6548339,1602548848,34493,0.1813,351,172,39,4808
30/10/19,-0.0143,1984,102,121,913,244.77,241.23,245.29,243.9267,6040652,1473476163,30434,0.0999,292,98,37,3855
31/10/19,0.0741,5198,559,264,1935,247.23,245.61,249.13,248.0287,7200161,1785846781,29548,0.7395,303,496,45,6458
01/11/19,0.0143,2577,165,92,1277,249.5,249.17,255.93,253.5611,8828618,2238593864,40095,0.3767,287,225,12,4275
04/11/19,0.0086,831,39,15,384,257.45,255.38,257.845,257.0996,5601690,1440192431,24739,0.0734,129,35,7,2238
05/11/19,0.0052,1537,51,38,666,257.03,256.34,258.19,257.3627,4414484,1136123715,20394,0.0865,211,64,21,2889
06/11/19,-0.0062,1418,44,53,606,256.78,255.365,257.47,256.8136,4648548,1193810344,19592,0.0762,185,53,17,2489
07/11/19,0.0124,1297,68,58,566,258.69,258.13,260.34,259.2898,5169439,1340382930,26277,0.2228,205,101,15,2632
08/11/19,0.008,1530,57,56,613,258.7,256.85,260.44,259.345,4072585,1056204640,17752,0.0833,192,53,12,2748
11/11/19,-0.0093,646,23,38,363,258.28,258.28,262.46,260.8761,4104269,1070705496,21563,0.0354,154,34,20,1823
12/11/19,0.0057,1568,57,53,701,261.63,260.93,262.79,261.9008,4619529,1209858556,23603,0.0295,272,49,36,3042
13/11/19,0.0076,1604,73,54,768,261.1,261.07,264.78,263.6859,5583600,1472316671,27122,0.108,309,105,35,3312
14/11/19,-0.0093,2693,109,121,1172,264,262.12,264.87,263.2822,4931953,1298495449,25081,0.1125,372,144,44,3746
15/11/19,-0.0147,2128,101,123,930,264,263.01,265.77,264.8246,7212465,1910038173,26632,0.1939,278,133,42,3143
18/11/19,0.0085,585,31,17,291,265.74,264.24,267.42,266.4763,4973481,1325314674,17396,0.3091,76,48,4,1743
19/11/19,0.0066,1420,59,39,674,267.96,265.4,268,266.523,4706056,1254272051,16404,0.1523,177,77,21,2481
20/11/19,-0.0029,1396,32,39,642,265.69,260.42,266.06,263.307,6194592,1631079324,26938,0.0739,276,75,22,2474
21/11/19,-0.0044,2207,49,77,1061,263.59,261.18,264,262.2737,6307441,1654276162,23066,0.0654,431,118,74,4031
22/11/19,-0.0049,1240,26,45,590,262.5,260.84,263.18,261.918,4222700,1106000941,19344,0.0676,247,70,35,2773
25/11/19,0.0038,468,16,15,263,262.52,262.52,266.43,265.8135,6397174,1700455351,15722,0.1591,93,42,2,1712
26/11/19,0.0166,888,56,29,377,267,263.63,267.02,264.8341,10233739,2710243320,19157,0.1168,159,57,16,2180
27/11/19,-0.0132,1039,34,53,427,265.84,265.32,267.98,266.8829,3111011,830275787,13914,0.0446,171,38,17,2300
28/11/19,-0.0037,1187,30,40,584,265.84,265.32,267.98,266.8829,3111011,830275787,13914,0.1254,155,63,37,2512
29/11/19,-0.005,638,11,28,376,266.2,265.9,267.99,267.2231,3380005,903215470.8,9737,0.0511,186,49,12,2257
02/12/19,0.0112,594,33,14,289,267.33,263.46,268.25,264.997,5770006,1529034400,23116,0.1508,148,62,13,2008
03/12/19,-0.0115,1393,50,69,599,258.28,256.29,259.53,258.4092,5888116,1521543602,26270,0.1567,242,118,87,3427
04/12/19,-0.019,1370,32,79,537,261,260.7,263.31,261.9029,3951291,1034854490,16615,0.1434,137,62,47,2679
05/12/19,0.0077,1370,32,79,537,263.8,262.73,265.88,264.9049,4283873,1134819153,16225,0.1069,137,62,47,2679
06/12/19,0.0064,1111,43,30,499,267.58,267.51,271,269.8928,5771059,1557567061,23454,0.1232,216,82,14,2720
09/12/19,0.0027,497,14,9,241,270.1,264.91,270.79,267.1172,7666075,2047740111,27413,0.1444,83,33,6,1635
10/12/19,-0.0469,1794,61,146,621,268.67,265.88,270.06,268.6288,4789143,1286501877,21983,0.1097,180,66,36,2845
11/12/19,0.0071,1523,69,48,751,268.73,268.65,271.1,270.3505,4527593,1224036859,15703,0.0567,314,83,24,2789
12/12/19,0.0228,1396,89,63,556,267.7,267.34,272.55,270.3712,7044281,1904570565,32038,0.1096,226,79,19,2722
13/12/19,-0.033,1947,84,133,702,271.47,270.93,275.3,274.1295,6125580,1679202260,28202,0.1631,175,80,43,2643
16/12/19,-0.0146,610,26,31,249,277,276.98,280.78,279.6038,6732880,1882539126,22988,0.2314,47,27,9,1419
17/12/19,-0.0346,1912,104,111,558,279.82,278.8,281.77,280.4624,6657397,1867149812,24451,0.082,201,62,26,2133
18/12/19,-0.0482,1616,52,126,539,279.83,279.13,281.89,280.0641,6513957,1824325542,22856,0.0742,158,48,20,2276
19/12/19,-0.0141,1616,52,126,539,279.5,278.95,281.17,279.9207,5963451,1669293249,18243,0.1006,158,48,20,2276
20/12/19,0.0093,1533,58,43,601,282.65,278.63,282.65,280.3079,27797503,7791860963,28827,0.1653,148,67,6,2326
23/12/19,0.0286,573,42,18,233,280.66,280.5,284.25,283.4274,5951111,1686707816,16484,0.4311,46,39,6,1595
24/12/19,0.0219,1400,72,33,469,284.69,282.93,284.88,284.1994,1710488,486119695.3,7003,0.1327,124,47,12,2015
25/12/19,0.0126,709,32,20,269,284.69,282.93,284.88,284.1994,1710488,486119695.3,7003,0.2461,52,29,5,1411
26/12/19,0.0051,364,13,9,158,284.82,284.73,289.97,288.5813,4622486,1333962921,20050,0.1421,33,14,4,1130
27/12/19,0.0263,1954,99,50,565,291.18,288.13,293.95,290.5236,6363153,1848646081,24176,0.2518,112,64,2,1822
30/12/19,-0.0123,516,19,22,191,289.44,285.23,292.69,290.1071,6239052,1809993477,30687,0.214,46,22,9,1225
31/12/19,0.0408,1909,116,69,547,289.81,289.55,293.67,292.7836,5508146,1612694568,19508,0.0922,129,42,12,1766
