Variables,TWITTER_SENTIMENT_DAILY_AVG,TWITTER_PUBLICATION_COUNT,TWITTER_POS_SENTIMENT_COUNT,TWITTER_NEG_SENTIMENT_COUNT,TWITTER_NEUTRAL_SENTIMENT_CNT,PX_OPEN,PX_LOW,PX_HIGH,EQY_WEIGHTED_AVG_PX,VWAP_VOLUME,VWAP_TURNOVER,VWAP_NUM_TRADES,NEWS_SENTIMENT_DAILY_AVG,NEWS_NEUTRAL_SENTIMENT_COUNT,NEWS_POS_SENTIMENT_COUNT,NEWS_NEG_SENTIMENT_COUNT,NEWS_PUBLICATION_COUNT
21/12/18,-0.0674,2356,44,213,763,155.85,149.63,158.15,152.433,41190468,6278785883,60966,0.2556,219,131,46,3821
24/12/18,-0.0247,705,20,47,273,148.15,146.59,151.53,148.1923,9355618,1386431013,35986,0.1341,39,16,11,1277
25/12/18,-0.0546,1522,27,95,386,148.15,146.59,151.53,148.1923,9355618,1386431013,35986,0.1367,48,20,14,1456
26/12/18,-0.023,712,23,39,239,148.2,146.74,157.23,152.9086,14357224,2195342417,57712,0.0195,66,9,6,1425
27/12/18,-0.0156,1734,61,67,505,156.13,150.07,156.71,153.9321,13332168,2052248259,57935,0.2507,80,47,11,2028
28/12/18,-0.0136,1697,51,72,568,157.48,154.55,158.51,156.4183,8145258,1274067765,37891,0.1594,96,44,26,2314
31/12/18,0.0143,568,30,21,226,158.53,156.51,159.35,157.7099,8448820,1332462386,30786,0.1497,45,20,11,1002
01/01/19,-0.014,920,34,43,341,158.53,156.51,159.35,157.7099,8448820,1332462386,30786,0.2001,55,27,11,912
02/01/19,-0.0177,723,24,35,249,154.8,154.25,158.84,155.3659,9509596,1477467397,40795,0.1281,52,21,11,1375
03/01/19,-0.2958,11893,281,2375,3725,144.01,142,145.71,143.3861,22305719,3198330020,90614,-0.7797,270,535,970,8369
04/01/19,-0.2629,9216,206,1763,2998,144.5,143.8,148.53,146.9584,15196732,2233286839,57062,-0.7728,342,598,1106,10301
07/01/19,-0.019,1508,35,118,805,148.7,145.9,148.82,147.4962,13298330,1961452840,55636,0.2478,106,68,44,3522
08/01/19,-0.0352,2522,76,212,1025,149.74,148.53,151.81,150.1908,9057917,1360416157,42809,-0.3081,138,89,102,4354
09/01/19,-0.0482,3201,97,315,1310,151.4,149.65,154.53,152.8487,9741213,1488931438,45474,-0.4339,237,165,231,5115
10/01/19,-0.0342,2224,82,166,830,152.32,150.87,153.96,152.9746,8308559,1270998338,36253,-0.256,163,95,107,3482
11/01/19,-0.0681,1770,27,185,638,152.91,151.51,153.7,152.3801,7034300,1071887353,29976,-0.4519,102,85,109,3511
14/01/19,-0.0377,690,21,65,312,150.85,149.22,151.27,150.0256,9043406,1356742650,33071,0.3188,65,50,24,2115
15/01/19,-0.0622,1507,57,165,607,150.28,150.05,153.38,152.4046,6726189,1025101953,29972,0.1503,189,84,53,3108
16/01/19,-0.0115,1670,71,94,815,153.05,153,155.87,154.8645,7199996,1115023806,31582,-0.1015,232,74,83,2961
17/01/19,-0.0363,1509,37,143,685,154.22,153.28,157.65,155.0489,6729154,1043347879,30613,-0.1969,191,91,98,2801
18/01/19,-0.0207,1552,46,104,665,157.6,155.99,157.87,157.0619,10763355,1690513138,32025,0.1545,150,72,62,2638
21/01/19,-0.036,468,17,43,220,157.6,155.99,157.87,157.0619,10763355,1690513138,32025,0.0412,58,13,12,1870
22/01/19,-0.017,673,15,48,345,156.59,152.63,156.71,154.1133,8801455,1356421068,35706,0.1305,91,41,35,2117
23/01/19,-0.0105,1375,51,76,686,154.03,151.71,155.13,153.5579,6132681,941721389.1,26551,0.078,215,67,40,2856
24/01/19,-0.0169,1210,39,81,594,153.8,151.74,154.47,152.6944,7033862,1074031237,31179,0.0484,223,55,30,2467
25/01/19,-0.0212,1378,30,92,622,155.48,154.32,158.13,156.9662,8099744,1271385881,36298,0.0884,238,80,33,2671
28/01/19,-0.0214,687,21,46,294,155.84,153.67,156.33,155.5274,6698906,1041863658,29602,0.3723,68,57,18,1949
29/01/19,-0.0162,2408,74,167,1241,156.21,154.12,158.13,156.9214,8930435,1401376802,41869,0.1476,451,208,111,4516
30/01/19,-0.0595,9629,762,838,3124,163.22,160.24,166.15,163.5976,13076868,2139344537,55005,0.5777,518,708,310,8242
31/01/19,-0.0332,3984,225,343,1706,166.14,164.56,168.99,166.82,11443694,1909037467,35902,0.366,364,296,146,6145
01/02/19,-0.0107,2249,79,136,1186,167.01,165.95,168.98,166.8862,9248711,1543482282,26999,0.0755,250,79,43,3502
04/02/19,0.0122,630,38,36,313,167.48,167.28,171.655,170.5365,6755914,1152129965,27344,0.1576,57,25,11,1220
05/02/19,0.0126,1694,87,78,707,172.93,172.38,175.08,174.0044,7779343,1353640160,29661,0.1847,152,74,37,2407
06/02/19,-0.0218,1831,82,126,775,174.8,172.87,175.57,174.2922,5450962,950060389,23601,0.218,261,141,41,2761
07/02/19,-0.0093,1316,49,62,584,172.32,170.34,173.93,171.4771,7357018,1261560327,35369,0.1435,177,72,36,2154
08/02/19,-0.0048,1560,60,59,774,168.99,168.44,170.66,169.9051,5570508,946457775.2,23911,0.0383,286,60,39,2376
11/02/19,-0.0349,632,21,65,316,171.1,169.25,171.21,169.872,5715714,970940035.6,26340,0.2129,64,34,27,1706
12/02/19,-0.0405,1340,42,134,612,170.1,169.705,171,170.5025,6251740,1065937302,26877,0.3035,166,118,78,2960
13/02/19,-0.0063,1499,55,69,801,171.32,169.92,172.48,170.8389,5768890,985550941.4,26713,0.1487,202,82,24,2972
14/02/19,-0.0125,2011,43,148,1183,169.85,169.4,171.26,170.6592,5915328,1009505220,29070,-0.2417,251,109,142,3508
15/02/19,-0.0332,1572,48,142,717,171.47,169.77,171.7,170.6717,8079475,1378937643,29701,0.2601,139,85,53,3029
18/02/19,-0.008,534,18,32,328,171.47,169.77,171.7,170.6717,8079475,1378937643,29701,0.1125,102,38,10,1901
19/02/19,-0.0077,874,13,52,539,169.55,169.5,171.44,170.538,4660166,794735596.5,21556,0.0943,133,43,16,2351
20/02/19,-0.0076,1070,32,47,515,171.1,171,173.32,172.1685,5835765,1004735102,28234,0.0729,178,55,36,2348
21/02/19,-0.0067,1453,46,62,683,171.8,170.31,172.37,171.1424,4655094,796683869.1,23572,0.187,209,103,36,3222
22/02/19,0.0042,1334,52,44,706,171.38,171.38,173,172.546,6614340,1141277676,24054,0.1764,220,104,20,2587
25/02/19,-0.0121,701,33,37,332,173.99,173.95,175.86,174.6652,6360372,1110935801,27802,0.1324,81,32,5,1808
26/02/19,-0.02,1082,48,75,528,173.62,173.18,175.29,174.2966,5246799,914499276.7,20707,0.2795,107,70,29,1939
27/02/19,-0.0117,901,34,54,471,173.23,172.73,175,174.3615,6082754,1060597945,22638,0.1926,131,66,14,2016
28/02/19,-0.0052,911,21,37,459,174.32,172.92,174.91,174.1132,2082813,362645226.5,12389,0.1291,146,55,33,1886
01/03/19,-0.0091,887,25,42,409,174.23,172.89,175.14,174.5809,7781944,1358578676,26340,0.0646,138,41,17,1641
04/03/19,-0.0083,568,14,27,277,175.64,173.98,177.75,175.918,5978722,1051765046,29553,0.1717,60,28,9,1406
05/03/19,0.0124,1082,57,47,476,175.86,174.54,175.95,175.4406,5792867,1016303806,22056,0.1478,127,53,30,1908
06/03/19,-0.0121,940,40,58,470,174.67,173.95,175.49,174.6722,5247041,916512340.8,21108,0.1458,152,62,24,2322
07/03/19,-0.0153,1404,38,110,803,173.87,172.04,174.43,172.9127,7295622,1261505790,32966,0.0952,252,85,41,2755
08/03/19,-0.0033,1313,27,46,778,170.32,169.5,173.07,172.1345,7032777,1210583765,28367,0.0233,270,47,17,2360
11/03/19,0.0184,674,45,34,316,175.41,175.35,179.12,178.1951,8464977,1508417432,39214,0.2858,72,44,16,1386
12/03/19,0.0116,1998,109,57,938,180,179.38,182.67,181.0182,7643795,1383666351,32785,0.3112,308,198,45,3318
13/03/19,0.0148,1755,87,72,652,182.29,180.92,183.29,181.8761,10352272,1882830793,35835,0.308,179,117,35,2648
14/03/19,0.0082,1632,71,61,734,183.9,182.58,184.1,183.6445,6867130,1261110446,24074,0.4016,160,136,46,2983
15/03/19,-0.0134,1760,95,99,803,184.7,183.74,187.32,185.5743,16104499,2988581180,39666,0.2677,243,148,39,3109
18/03/19,-0.0063,751,23,34,405,185.9,185.88,188.39,187.671,6470876,1214395998,28685,0.2697,109,63,11,1687
19/03/19,-0.0034,1913,56,60,941,188.4,185.93,188.99,187.0947,8315124,1555715998,33910,0.3531,280,210,14,3901
20/03/19,0.0042,1713,56,54,768,186.23,184.73,189.49,187.6667,7198153,1350853360,31734,0.2682,183,111,29,2797
21/03/19,0.0123,1922,89,45,787,190,189.81,196.32,194.4388,14593020,2837449943,54077,0.2661,234,139,18,3028
22/03/19,0.0477,2962,242,77,1052,195.28,190.79,197.69,193.2684,10062141,1944693398,51350,0.4465,207,173,27,2857
25/03/19,0.0066,1491,64,54,749,191.54,186.6,191.97,188.8925,9514201,1797161609,52567,0.3249,177,119,12,2596
26/03/19,-0.0021,10942,235,312,6232,191.6,184.585,192.88,188.5058,11691978,2204005446,48444,0.3896,1188,889,89,9852
27/03/19,-0.0118,4426,141,235,2038,188.71,186.55,189.75,188.5013,7729391,1457000518,37899,0.313,489,330,87,5242
28/03/19,-0.0112,2279,77,112,970,188.94,187.54,189.55,188.4823,4319187,814090440.2,24726,0.1616,244,109,29,2723
29/03/19,-0.0134,1673,72,90,717,189.85,188.55,190,189.6847,7953804,1508714825,30624,0.1084,190,65,32,2596
01/04/19,0.013,689,43,27,339,191.57,188.38,191.64,190.6488,6951216,1325241114,27697,0.1966,88,43,15,2144
02/04/19,-0.0547,1631,97,160,633,191.05,191.05,194.46,193.1844,5782916,1117169061,32043,0.23,192,108,65,2989
03/04/19,0.0118,1528,70,68,589,193.25,193.16,196.5,195.2121,5718132,1116248610,24632,0.2693,136,87,25,2447
04/04/19,-0.0251,1405,71,93,562,194.8,194.8,196.36,195.6499,5512391,1078498789,26389,0.1656,196,91,40,2511
05/04/19,-0.0266,1266,52,99,567,196.41,195.95,197.1,196.7302,4114260,809399390.9,19833,0.1417,162,70,54,2342
08/04/19,0.0115,483,26,24,230,196.42,196.34,200.22,199.0757,6366252,1267365764,33484,0.0806,83,23,14,1907
09/04/19,0.0229,2001,101,90,614,200.32,199.24,202.85,200.6063,7836379,1572027118,37745,0.1566,163,72,20,3027
10/04/19,-0.0442,2173,107,151,685,198.77,198.18,200.73,199.623,5231375,1044302560,29496,0.2843,175,106,40,2733
11/04/19,-0.029,1618,71,107,580,200.74,198.45,200.92,199.5349,4827164,963187898.8,22452,0.3726,197,147,39,2752
12/04/19,-0.0197,1394,65,80,512,199.14,196.22,200.14,198.4688,6937647,1376906605,34692,0.1243,172,66,34,2437
15/04/19,-0.0103,564,24,32,290,198.53,198.02,199.83,199.0424,4580771,911767733.8,18550,0.1969,87,40,11,1847
16/04/19,-0.0114,1162,36,66,587,199.32,198.56,201.36,199.7981,6841653,1366949295,36658,0.1206,219,77,19,2723
17/04/19,0.0222,2777,227,183,1439,199.28,198.62,203.38,201.8526,6459254,1303817248,30491,0.5546,338,371,91,5849
18/04/19,0.0244,2202,152,138,939,203.45,202.52,204.14,203.602,8571296,1745132932,26454,0.5277,237,245,67,4306
19/04/19,0.0101,1068,55,39,518,203.45,202.52,204.14,203.602,8571296,1745132932,26454,0.3605,114,87,21,2304
22/04/19,-0.023,413,28,31,194,202.66,202.34,204.94,204.2892,5751762,1175022889,16180,0.2707,46,24,3,1081
23/04/19,-0.0227,1091,57,81,485,204.43,203.91,207.74,206.6875,6930767,1432502608,26950,0.1782,130,64,34,1963
24/04/19,-0.0364,1318,75,111,533,207.25,207.06,208.47,207.501,4467026,926912371.6,17345,0.2572,177,109,55,2363
25/04/19,-0.0115,1244,56,62,530,206.66,205.12,207.76,205.9544,5136946,1057976674,26613,0.1925,140,72,33,2172
26/04/19,-0.0319,1124,77,91,466,204.86,202.2,205,204.184,4934542,1007554755,20595,0.1192,154,61,45,2456
29/04/19,-0.0073,682,29,36,388,204.31,203.875,205.96,204.895,5315978,1089217516,27134,0.1347,120,47,14,1607
30/04/19,0.0218,1558,106,75,674,203,199.11,203.39,202.3961,9697648,1962765973,43434,0.3631,150,113,31,2377
01/05/19,0.1485,7345,900,573,2046,210.2,209.23,215.31,212.2907,16233082,3446133044,78200,0.8012,288,562,80,4455
02/05/19,0.079,3687,374,252,1228,209.65,208.15,212.63,209.9895,7092170,1489281558,39566,0.8377,167,382,62,3519
03/05/19,0.0411,1423,116,68,524,210.78,210.23,211.82,211.3061,5707931,1206120742,24651,0.4498,101,88,9,2044
06/05/19,-0.0157,1028,31,57,398,204.16,203.5,208.84,207.2648,7634205,1582301974,34650,0.1351,118,47,17,1771
07/05/19,-0.0078,1521,42,71,743,205.86,200.825,207.39,203.4881,11397055,2319164516,55718,0.1146,196,74,41,2585
08/05/19,-0.0085,1746,40,79,785,201.9,201.76,205.33,203.4141,6617152,1346022088,28893,0.0489,183,44,39,2300
09/05/19,-0.0048,1227,26,42,554,200.49,196.68,201.68,199.4636,9103537,1815824095,53886,0.1275,114,43,14,1965
10/05/19,0.0073,1626,53,51,548,197.47,192.78,198.85,196.0452,9546976,1871639110,52755,0.1008,106,38,17,1820
13/05/19,-0.0379,770,16,59,281,187.48,184.7,189.45,186.5245,15678789,2924478187,76608,0.2484,65,40,9,1421
14/05/19,-0.2742,3345,63,699,1090,186.33,185.43,189.7,188.0574,9334857,1755488631,42584,-0.6822,227,131,338,4553
15/05/19,-0.0479,1460,52,136,585,186.27,186.02,191.75,189.8074,7487463,1421175665,44127,-0.154,172,71,74,2747
16/05/19,-0.0162,1171,30,76,518,189.88,188.84,192.46,190.3092,8541278,1625483866,39954,0.0896,143,52,42,1865
17/05/19,-0.021,1388,29,88,554,187.04,186.81,190.89,188.8157,9443000,1782987031,46742,0.0942,138,46,31,1808
20/05/19,-0.0343,672,11,59,299,183.5,180.3,184.34,182.8473,9470284,1731616080,47191,-0.1777,56,25,25,1552
21/05/19,-0.0266,1422,46,104,608,185.05,184.7,188,186.6325,8444427,1576004676,41041,-0.148,120,40,51,2638
22/05/19,-0.0219,1615,76,122,767,184.66,182.56,185.71,183.4507,7171116,1315546354,35562,0.1172,207,85,67,3110
23/05/19,-0.04,1839,39,167,775,179.72,177.81,180.54,179.4374,12124641,2175614363,55211,-0.1644,193,76,86,2913
24/05/19,-0.0241,1392,42,88,529,180.2,178.62,182.13,179.9171,5937694,1068292791,32302,0.1582,124,59,34,2082
27/05/19,-0.0106,436,20,28,242,180.2,178.62,182.13,179.9171,5937694,1068292791,32302,0.0286,97,16,17,1577
28/05/19,-0.0208,637,20,55,344,178.9,177.92,180.57,178.6956,9508368,1699103701,40894,0.1182,107,40,31,1783
29/05/19,-0.0196,1619,56,110,743,176.44,176,179.35,177.5092,6464738,1147550555,36254,0.0812,283,94,60,3002
30/05/19,-0.0126,1359,26,77,639,177.95,176.67,179.23,178.0208,5355840,953450890.4,33196,0.1108,195,70,50,2237
31/05/19,-0.0245,1370,32,101,600,176,175,177.99,176.0015,6848402,1205329107,31679,-0.0879,161,47,50,2198
03/06/19,-0.0054,840,13,35,443,175.44,170.27,177.92,174.3057,11385329,1984527389,62348,0.0229,215,34,15,2082
04/06/19,-0.002,5069,55,155,3187,175.43,174.53,179.83,178.388,7406957,1321312063,38775,0.0516,1426,342,144,8284
05/06/19,-0.0088,2452,48,128,1276,184.39,181.14,184.99,182.87,8741177,1598499245,47449,-0.0585,500,104,124,4094
06/06/19,-0.0101,1531,42,87,799,183,182.15,185.47,184.1683,4860839,895212482,26174,0.0685,316,83,50,2785
07/06/19,-0.0261,1044,29,87,501,186.63,185.78,191.91,189.7555,8109680,1538856410,43853,0.0438,192,46,33,1802
10/06/19,-0.0108,476,10,27,224,192,191.7,195.37,193.129,6245281,1206144874,34410,-0.0489,59,15,13,1258
11/06/19,0.0159,1121,67,37,521,194.93,193.6,196,194.6927,5856365,1140191690,32772,0.0924,194,62,24,2204
12/06/19,0.0139,1243,82,43,641,193.99,193.39,195.97,194.5044,3747625,728929647.9,20328,0.2024,204,103,25,2680
13/06/19,-0.0061,896,30,37,442,194.73,193.6,196.79,194.8776,6420978,1251305100,29385,0.1125,131,49,15,2096
14/06/19,-0.0091,1138,43,52,498,191.49,190.31,193.58,192.3071,4626517,889711931,23361,0.1043,169,58,42,2022
17/06/19,-0.0065,454,13,24,265,192.86,192.17,194.96,194.0236,4390396,851840274.4,21568,0.0918,98,32,25,1605
18/06/19,-0.0085,919,25,48,486,196,195.25,200.29,198.7051,7218541,1434361062,36589,0.1323,196,79,31,2273
19/06/19,0.0085,1082,49,32,482,199.67,197.33,199.87,198.2004,6631839,1314433394,28693,0.1092,163,62,26,2357
20/06/19,-0.0041,1009,32,33,478,200.22,198.04,200.6,199.3993,5879359,1172340153,26747,0.0966,193,63,26,2499
21/06/19,-0.0956,1300,19,205,576,198.8,198.15,200.85,198.9538,24359575,4846429298,30988,-0.2334,205,130,127,3384
24/06/19,-0.006,412,11,19,212,198.54,198.2,200.16,198.9184,5498612,1093775132,20256,0.1452,58,23,12,1283
25/06/19,-0.0033,837,24,31,472,198.43,195.29,199.26,196.7476,6175913,1215096326,30721,-0.0374,245,49,49,2137
26/06/19,-0.0042,961,28,37,505,197.77,197.35,200.99,199.8806,6731942,1345584707,30136,0.0875,161,55,25,2086
27/06/19,0.012,1073,57,26,484,200.19,199.57,201.57,200.0672,5039402,1008219226,23088,0.1022,152,52,14,2100
28/06/19,-0.0083,1986,63,105,1059,198.61,197.05,199.46,197.9505,12713254,2516594411,30191,0.0403,426,88,67,4036
01/07/19,0.0102,622,33,16,327,203.1,200.65,204.49,202.2168,6527431,1319956042,31816,0.0655,108,29,17,1746
02/07/19,0.0082,1066,53,34,500,201.46,201.36,203.12,202.3566,3921614,793564435,20867,0.0705,204,59,30,2333
03/07/19,-0.0058,831,27,37,455,203.13,202.7,204.44,203.9611,3598234,733899624,13388,0.0594,171,46,25,1887
04/07/19,-0.0104,649,30,34,310,203.13,202.7,204.44,203.9611,3598234,733899624,13388,0.0286,141,25,21,1730
05/07/19,-0.0223,427,9,35,210,202.9,202.9,205.075,204.194,5019616,1024975599,22733,0.0855,98,33,28,1508
08/07/19,-0.04,526,15,58,280,200.78,198.42,201.39,199.8564,5923978,1183944762,27080,-0.0789,110,23,31,1355
09/07/19,-0.1232,1377,75,203,536,199.05,198.82,201.5,200.5509,5292091,1061333428,24632,-0.3704,197,102,158,2975
10/07/19,-0.0057,1069,34,46,539,201.85,201.59,203.71,203.0597,4185728,849952506.8,18798,0.2211,221,119,50,2630
11/07/19,0.0034,887,30,26,470,203.15,201.72,204.38,202.8262,5062166,1026740089,22185,0.1411,197,80,34,2262
12/07/19,0.0075,807,38,24,411,202.44,202.24,203.99,203.3457,4308750,876165758.5,17791,0.1468,192,81,26,2251
15/07/19,-0.0089,348,10,20,180,204.06,204.01,205.87,205.0108,4632875,949789415.9,19412,-0.0331,69,13,13,1283
16/07/19,0.0065,680,29,25,336,204.59,203.505,206.11,204.6992,3444428,705071765.9,15999,0.0959,118,45,16,1841
17/07/19,-0.0085,883,25,48,459,204.05,203.27,205.08,204.0201,4014735,819086540.9,16059,0.1189,201,76,15,2372
18/07/19,0.0081,1039,50,52,548,203.91,203.7,205.875,205.1435,4013947,823435295,18554,0.3085,125,86,20,2569
19/07/19,0.0277,749,55,29,315,206,202.36,206.5,204.1458,5607876,1144824138,23223,0.1724,129,59,15,2036
22/07/19,0.0371,338,32,11,166,203.81,203.65,207.23,206.3524,6291170,1298197989,25289,0.2672,58,35,6,1254
23/07/19,0.0127,1320,81,32,675,208.46,207.3,208.91,208.2676,4217474,878363058,20938,0.22,217,116,45,2932
24/07/19,-0.0069,1207,39,55,589,207.7,207.18,209.15,208.3713,3831109,798293086,15486,0.2531,186,116,55,3065
25/07/19,0.0049,720,27,24,348,208.83,206.75,209.24,207.5905,4330736,899019605.3,19471,0.1964,120,59,29,1995
26/07/19,0.0468,1194,142,25,604,207.45,207.43,209.73,208.0489,4446202,925027502,18180,0.5847,196,218,14,2847
29/07/19,-0.0078,542,17,28,285,208.46,208.44,210.64,209.7484,5888443,1235091581,24952,0.3802,86,67,10,1787
30/07/19,0.0137,1280,77,52,597,208.74,207.32,210.15,210.4995,7243290,1524708855,34173,0.44,141,130,27,2353
31/07/19,0.1263,5279,674,357,1745,216.35,211.3,221.365,216.6517,15896361,3443973573,71976,0.7836,294,534,89,5343
01/08/19,0.0472,2465,220,132,962,214.02,206.75,218.03,211.7131,10824548,2291698449,59967,0.5571,230,265,50,3832
02/08/19,-0.0158,2037,77,107,792,205.26,201.64,206.42,204.0538,9074121,1851609127,47004,0.2943,186,131,52,2961
05/08/19,-0.0131,724,28,39,312,197.98,192.59,198.64,194.3772,12779325,2484009963,53848,0.2089,80,43,19,1539
06/08/19,-0.037,1872,57,130,629,196.45,194.04,198.05,196.4275,8743249,1717414308,42498,0.2191,208,113,45,2796
07/08/19,-0.0096,1188,35,58,526,195.4,193.83,199.55,197.7123,7903485,1562616531,33391,0.1268,227,87,31,2551
08/08/19,-0.0154,1214,43,72,517,200.42,199.39,203.5,202.2508,7654532,1548135063,33973,0.1529,193,83,40,2716
09/08/19,-0.0166,1140,45,72,527,201.23,199.3,202.76,201.1101,6586725,1324657242,33423,0.1623,225,110,33,2578
12/08/19,-0.0063,407,7,19,225,199.44,199.16,202.05,200.7047,5933960,1190973717,26794,0.0292,104,19,10,1346
13/08/19,-0.014,883,24,58,438,201.02,200.84,212.14,208.4725,10144705,2114892068,49265,0.1071,141,53,27,2190
14/08/19,-0.0145,1724,69,87,683,203.11,202.595,206.43,203.6034,9118519,1856561459,41114,0.4727,194,189,78,3644
15/08/19,-0.0221,1176,34,74,448,203.38,199.68,205.12,202.1162,5271723,1065500667,25661,0.1342,157,64,43,2388
16/08/19,-0.0189,944,28,66,433,204.36,203.85,207.16,205.8027,7279834,1498209701,31506,0.0791,205,62,29,2067
19/08/19,-0.0102,791,15,49,455,210.59,210.06,212.71,211.1205,5471289,1155101067,24805,0.0327,183,32,15,2117
20/08/19,0.0033,1499,51,45,827,210.89,210.34,213.35,211.2885,5779216,1221081791,27864,0.1715,304,139,25,3376
21/08/19,-0.0019,1516,33,39,820,212.87,211.65,213.65,212.8134,4587363,976252524.9,20948,0.1815,303,138,24,2987
22/08/19,-0.0038,1273,39,44,663,213.3,210.76,214.43,212.637,6340377,1348198714,25464,0.0918,262,81,45,2609
23/08/19,-0.0031,1184,24,35,584,209.43,201.855,212.04,204.595,9496125,1942859724,43592,0.0849,247,72,33,2252
26/08/19,-0.0163,819,14,41,292,205.97,205.06,207.19,206.2208,5964490,1230001866,27948,-0.1476,88,35,35,1497
27/08/19,-0.011,1145,46,60,531,207.92,203.55,208.55,204.7972,8042807,1647144166,24533,0.0713,242,74,54,2897
28/08/19,-0.0136,1050,36,55,441,204.17,203.33,205.71,204.9851,3921746,803899327,20823,-0.0866,156,52,50,2172
29/08/19,-0.0021,1292,26,39,752,208.5,206.67,209.32,208.669,5193096,1083638255,23596,0.1834,282,143,80,3329
30/08/19,-0.0019,1594,25,42,868,210,207.22,210.45,208.5729,5945096,1239986124,23082,0.1259,408,162,45,4127
02/09/19,-0.0063,424,13,20,229,210,207.22,210.45,208.5729,5945096,1239986124,23082,0.0684,97,30,7,1577
03/09/19,-0.0024,642,10,15,304,206.67,204.235,206.98,205.535,4619114,949389767.2,24837,0.0729,128,38,6,1964
04/09/19,-0.0156,944,14,66,476,208.39,207.32,209.47,208.7658,4780926,998094036.3,20509,0.1067,193,70,24,2606
05/09/19,0.0087,1027,49,48,493,212,211.51,213.96,212.9255,6012115,1280132423,27802,0.1343,240,97,24,2789
06/09/19,-0.0015,1040,25,28,596,214.07,212.52,214.41,213.3509,5044773,1076306748,25736,0.101,231,77,18,2751
09/09/19,-0.017,877,13,71,494,214.77,213.85,216.44,214.7634,6530160,1402439446,31215,0.1483,177,76,26,2647
10/09/19,-0.0043,1960,51,83,1145,213.86,211.71,216.78,214.91,6733411,1447077064,33377,0.2292,392,212,60,4250
11/09/19,-0.0029,8843,169,314,5304,218,217.73,223.64,221.6229,10454302,2316912889,54173,0.3001,1770,1135,152,14954
12/09/19,0.0108,3283,175,104,1568,224.8,222.88,226.41,224.3104,7854198,1761777987,36076,0.2551,556,321,68,5971
13/09/19,-0.0142,2007,79,104,887,219.81,217.03,220.78,218.9457,7727440,1691889885,40704,0.1877,309,143,31,3255
16/09/19,0.0059,748,33,21,418,217.64,217.56,220.12,219.3831,5168183,1133812117,25671,0.295,113,71,14,2384
17/09/19,0.0064,1311,63,44,720,219.96,219.13,220.82,220.2321,4671345,1028780123,23241,0.2574,305,175,36,3680
18/09/19,0.0083,1127,59,41,604,221.01,219.45,222.85,221.8001,6085492,1349762958,31338,0.3177,222,148,52,3813
19/09/19,0.0078,1422,66,66,671,222.02,220.37,223.76,221.7719,5534050,1227296863,29634,0.0752,277,81,37,3308
20/09/19,0.002,1538,43,36,883,221.5,217.48,222.55,218.8934,28253860,6184583800,36903,0.0742,509,150,24,4785
23/09/19,0.0043,573,23,14,308,218.98,217.66,219.84,218.8404,5024207,1099499520,22777,0.0398,99,21,17,2117
24/09/19,0.0024,1482,44,27,855,221.08,217.19,222.48,218.862,7814897,1710383981,38986,0.218,327,175,41,4025
25/09/19,-0.0042,1257,38,41,585,218.62,217.15,221.5,220.1639,5392929,1187328228,25467,0.0687,252,70,25,3212
26/09/19,-0.0034,1112,31,36,555,219.94,218.83,220.93,219.8692,5151274,1132606340,24135,0.0729,217,64,22,2815
27/09/19,-0.0056,990,21,44,538,220.54,217.29,220.96,219.1022,5538582,1213515512,32470,0.0582,181,46,12,2637
30/09/19,0.0176,515,33,8,258,220.85,220.8,224.57,223.3542,6167299,1377492373,29786,0.1735,83,39,4,1756
01/10/19,0.0508,1666,169,38,693,225,224.2,228.2,225.7486,7078376,1597933132,38314,0.4582,217,195,46,2921
02/10/19,0.0174,1570,80,74,554,223.12,217.93,223.58,219.7354,7578022,1665159772,39412,0.1268,155,63,36,2198
03/10/19,-0.0063,1361,24,54,611,218.19,215.15,220.96,219.0001,5580277,1222080975,30721,0.0794,179,59,33,2440
04/10/19,0.0336,1681,133,55,685,225.54,223.92,227.49,226.1595,7393886,1672197783,34837,0.1991,235,116,72,3439
07/10/19,0.0297,630,46,50,264,226.26,225.91,229.93,227.9438,6416210,1462535470,37139,0.1033,116,41,16,1808
08/10/19,0.0095,1875,79,69,726,225.87,224.34,228.04,225.6295,5942156,1340725784,31237,0.1029,280,90,27,3122
09/10/19,-0.005,1694,33,61,749,227,225.65,227.77,226.8524,4360646,989223215,22491,0.0996,218,72,21,2931
10/10/19,0.0027,2239,66,64,1207,227.9,227.3,230.43,229.6665,6423122,1475176229,37040,0.1454,323,136,68,3776
11/10/19,-0.0094,2242,76,117,1043,232.9,232.31,237.64,235.2365,9111237,2143295578,42250,0.1714,297,139,59,3413
14/10/19,-0.0036,696,18,22,338,235,234.75,238.13,236.3439,4815553,1138126616,22376,0.2453,78,43,8,1727
15/10/19,0.0095,1441,61,56,577,236.32,234.89,237.64,235.9505,4680615,1104393505,24869,0.1344,158,63,12,2440
16/10/19,0.0078,2044,88,66,907,233.26,233.2,235.23,234.1323,4202266,983886354.7,18570,0.0862,252,80,16,2857
17/10/19,0.0227,1164,74,54,469,235,233.53,236.13,234.9989,3613104,849075481.4,18079,0.1706,183,80,17,2829
18/10/19,0.0089,1035,49,35,497,234.53,234.29,237.58,235.75,7223741,1702996949,25514,0.1852,158,75,33,2490
